location,product_id,sales_units,product_name,adj_qty,start_qty,end_qty,expected_qty,shrinkage_qty
Motel 6 Buena Park,PC00889,2.0,Snickers,0.0,5.0,2.0,3.0,1.0
Motel 6 Anaheim Maingate Market,PC16533,2.0,Ares Liquid Detergent HE,0.0,16.0,13.0,14.0,1.0
Motel 6 Anaheim Maingate Market,PC11054,2.0,Scope Mouthwash,0.0,8.0,5.0,6.0,1.0
Motel 6 Anaheim Maingate Market,PC10961,2.0,Jack Links Original,0.0,12.0,9.0,10.0,1.0
Motel 6 Anaheim Maingate Market,AVR19716,2.0,Anker USB-C to Lightning 6ft Cable,0.0,4.0,1.0,2.0,1.0
Miyako Torrance Market,PC16523,2.0,Dolly Madison Golden Cream Cake,0.0,5.0,2.0,3.0,1.0
Miyako Torrance Market,PC11064,6.0,Snickers Ice Cream Bar,0.0,20.0,13.0,14.0,1.0
Miyako Torrance Market,PC11010,4.0,Nestle Crunch Dibs,0.0,20.0,15.0,16.0,1.0
Miyako Torrance Market,PC10944,2.0,Gillette Shaving Cream,0.0,5.0,2.0,3.0,1.0
Miyako Torrance Market,AVR18525,5.0,Core Power High Protein Shake Vanilla 14oz,0.0,6.0,0.0,1.0,1.0
Miyako LA Downtown Market,PC10855,0.0,SnakClub Almonds Raw Premium Pack,0.0,6.0,5.0,6.0,1.0
Motel 6 Anaheim Maingate Market,AVR21354,0.0,"Disney Plush Medium 15"" Goofy",0.0,1.0,0.0,1.0,1.0
Motel 6 Anaheim Maingate Market,PC11008,0.0,Nature Valley Granola Peanut Butter,0.0,12.0,11.0,12.0,1.0
Miyako LA Downtown Market,AVR17394,2.0,Dentek Flossers,0.0,6.0,3.0,4.0,1.0
Marina Inn Market,PC10793,2.0,Dr Pepper 20oz,0.0,18.0,15.0,16.0,1.0
MainStay Suites Moreno Valley,PC10997,2.0,Milk Shamrock Lowfat 7oz,0.0,8.0,5.0,6.0,1.0
MainStay Suites Moreno Valley,PC10891,2.0,Cheetos Flamin Hot,0.0,11.0,8.0,9.0,1.0
MainStay Suites Moreno Valley,PC10889,1.0,Cheetos Crunchy,0.0,5.0,3.0,4.0,1.0
MainStay Suites Moreno Valley,PC10805,2.0,Minute Maid Apple Juice 12oz,0.0,8.0,5.0,6.0,1.0
MainStay Suites Moreno Valley,PC10793,2.0,Dr Pepper 20oz,0.0,4.0,1.0,2.0,1.0
MainStay Suites Moreno Valley,PC10726,6.0,Smart Water 1L,0.0,38.0,31.0,32.0,1.0
Miyako Torrance Market,PC10991,0.0,Maruchan Lime Chili Shrimp Cup Soup,0.0,5.0,4.0,5.0,1.0
Miyako Torrance Market,AVR18857,0.0,Dramamine Motion Sickness Chewable,0.0,7.0,6.0,7.0,1.0
Miyako Torrance Market,PC11087,0.0,Tresemme Non Aerosol Hairspray,0.0,6.0,5.0,6.0,1.0
Miyako Torrance Market,PC10866,0.0,Benadryl,0.0,7.0,6.0,7.0,1.0
Miyako LA Downtown Market,PC10812,0.0,Mountain Dew 20oz,0.0,6.0,5.0,6.0,1.0
Miyako LA Downtown Market,AVR16128,0.0,Secret Outlast Deodorant,0.0,5.0,4.0,5.0,1.0
Motel 6 Carlsbad,AVR16058,0.0,Nature's Bakery Fig Bar Strawberry,0.0,14.0,13.0,14.0,1.0
Motel 6 Carlsbad,PC11092,0.0,Tylenol Extra Strength,0.0,12.0,11.0,12.0,1.0
Motel 6 Carlsbad,PC10852,0.0,Alka Seltzer,0.0,12.0,11.0,12.0,1.0
Motel 6 Carlsbad,PC10986,0.0,M&M Plain,0.0,20.0,19.0,20.0,1.0
Motel 6 Buena Park,PC11068,0.0,Sour Patch Kids,0.0,6.0,5.0,6.0,1.0
Motel 6 Buena Park,PC10866,0.0,Benadryl,0.0,6.0,5.0,6.0,1.0
Motel 6 Buena Park,PC10888,0.0,Chapstick,0.0,8.0,7.0,8.0,1.0
Motel 6 Buena Park,PC10944,0.0,Gillette Shaving Cream,0.0,5.0,4.0,5.0,1.0
Motel 6 Buena Park,AVR19716,0.0,Anker USB-C to Lightning 6ft Cable,0.0,4.0,3.0,4.0,1.0
Motel 6 Buena Park,PC21854,0.0,Fiji Water 16.9oz,0.0,11.0,10.0,11.0,1.0
Motel 6 Anaheim Maingate Market,AVR20383,0.0,"Disney Plush Medium 15"" RG Red Minnie",0.0,4.0,3.0,4.0,1.0
Motel 6 Anaheim Maingate Market,AVR25675,0.0,Jarritos Gummies 8oz,0.0,4.0,3.0,4.0,1.0
Motel 6 Anaheim Maingate Market,PC11068,0.0,Sour Patch Kids,0.0,11.0,10.0,11.0,1.0
Motel 6 Anaheim Maingate Market,AVR20403,0.0,Disney Mug RG Mickey Red,0.0,1.0,0.0,1.0,1.0
Motel 6 Anaheim Maingate Market,PC10897,0.0,Clear Eyes Solution 0.2oz,0.0,12.0,11.0,12.0,1.0
Motel 6 Anaheim Maingate Market,PC10944,0.0,Gillette Shaving Cream,0.0,8.0,7.0,8.0,1.0
Hyatt Regency Los Angeles International Airport,PC11078,2.0,Banana Boat Sport Sunscreen,0.0,16.0,13.0,14.0,1.0
Hyatt Regency Los Angeles International Airport,PC10959,8.0,Hot Pocket Pepperoni Pizza,0.0,24.0,15.0,16.0,1.0
Hyatt Regency Los Angeles International Airport,AVR26250,2.0,SS Better Bites Bistro Box,0.0,1.0,-2.0,-1.0,1.0
Hyatt Place San Diego Vista-Carlsbad,PC11035,4.0,Kellogs Pop Tarts Strawberry,0.0,24.0,19.0,20.0,1.0
Hyatt Place Pasadena,PC16501,2.0,Amys Enchilada Cheese,0.0,8.0,5.0,6.0,1.0
Long Beach Convention Center Promenade,PC11007,1.0,Nature Valley Granola Oat & Honey,0.0,20.0,18.0,19.0,1.0
Long Beach Convention Center Promenade,AVR22954,2.0,Manzanita Sol Apple 12oz,0.0,45.0,42.0,43.0,1.0
Long Beach Convention Center Promenade,AVR22951,2.0,Pepsi Wild Cherry 12oz,0.0,89.0,86.0,87.0,1.0
Long Beach Convention Center Promenade,AVR20474,2.0,Lays Chile Lemon 2.25oz,0.0,14.0,11.0,12.0,1.0
Lincoln Hotel Monterey Park,PC11042,1.0,Red Vines Original 4oz Peg,0.0,7.0,5.0,6.0,1.0
Lincoln Hotel Monterey Park,PC11015,4.0,Nongshim Spicy Shin Noodle Soup,0.0,6.0,1.0,2.0,1.0
Lincoln Hotel Monterey Park,PC10931,1.0,Doritos Cool Ranch,0.0,4.0,2.0,3.0,1.0
Lincoln Hotel Monterey Park,PC10907,2.0,Crest Tooth Paste and Brush,0.0,11.0,8.0,9.0,1.0
La Quinta Inn and Suites La Habra,PC11062,4.0,Skittles Sour,0.0,15.0,10.0,11.0,1.0
Motel 6 Carlsbad,PC10936,0.0,Easy Mac Original Cups,0.0,12.0,11.0,12.0,1.0
Motel 6 Carlsbad,PC11038,0.0,Pringles Original,0.0,11.0,10.0,11.0,1.0
Peacock Suites,PC10984,0.0,M&M Peanut,0.0,10.0,9.0,10.0,1.0
Hyatt Place Pasadena,PC11068,2.0,Sour Patch Kids,0.0,12.0,9.0,10.0,1.0
Hyatt House Los Angeles-LAX-Manhattan Beach,PC14367,2.0,Fiber One Chew Oats,0.0,13.0,10.0,11.0,1.0
Hyatt House Los Angeles-LAX-Manhattan Beach,PC10899,2.0,Cliff Bar Chocolate Chip,0.0,10.0,7.0,8.0,1.0
Hyatt House Los Angeles-LAX-Manhattan Beach,PC10825,2.0,Red Bull 8.4oz,0.0,7.0,4.0,5.0,1.0
Hyatt House Los Angeles-LAX-Manhattan Beach,PC10821,8.0,Pepsi 20oz,0.0,45.0,36.0,37.0,1.0
Hyatt House Los Angeles-LAX-Manhattan Beach,AVR24780,2.0,Gushers Fruit Tropical 4.25oz,0.0,6.0,3.0,4.0,1.0
Motel 6 Westminster North,PC11061,0.0,Skittles Fruit,0.0,20.0,19.0,20.0,1.0
Motel 6 Westminster North,PC16506,0.0,El Monterey Egg Sausage Cheese & Potato Burrito,0.0,18.0,17.0,18.0,1.0
Motel 6 Carson,PC11004,0.0,Munchies Flamin Hot,0.0,23.0,22.0,23.0,1.0
Motel 6 Carson,PC10937,0.0,El Monterey Bean and Cheese Burrito,0.0,16.0,15.0,16.0,1.0
Motel 6 Carson,AVR15128,0.0,Hint Strawberry Kiwi Infused Water,0.0,15.0,14.0,15.0,1.0
Motel 6 Carlsbad,PC10811,0.0,Monster Zero Ultra 16oz,0.0,15.0,14.0,15.0,1.0
La Quinta Inn & Suites Pomona,PC10944,1.0,Gillette Shaving Cream,0.0,6.0,4.0,5.0,1.0
La Quinta Inn & Suites Pomona,PC00886,2.0,Coke Diet 20oz,0.0,14.0,11.0,12.0,1.0
Inn at the Park,PC10984,2.0,M&M Peanut,0.0,11.0,8.0,9.0,1.0
Quality Inn & Suites Camarillo-Oxnard,PC11045,0.0,Rice Krispies Treats Original 1.41oz,0.0,7.0,6.0,7.0,1.0
Hyatt House Los Angeles-LAX-Manhattan Beach,AVR19510,6.0,SunChips Garden Salsa 2.375oz,0.0,11.0,4.0,5.0,1.0
Hyatt House Los Angeles-LAX-Manhattan Beach,AVR14655,4.0,Dr Pepper Zero 20oz,0.0,7.0,2.0,3.0,1.0
Hyatt House Los Angeles-LAX-Manhattan Beach,AVR00148,2.0,Doritos Cool Ranch 2.5oz,0.0,9.0,6.0,7.0,1.0
Homewood Suites by Hilton Carlsbad,PC10972,3.0,Knotts Strawberry Cookie,0.0,16.0,12.0,13.0,1.0
Homewood Suites by Hilton Carlsbad,PC10807,4.0,Minute Maid Orange Juice 12oz,0.0,15.0,10.0,11.0,1.0
Holiday Inn Oxnard-Ventura,PC21863,1.0,Tums Ultra Berry,0.0,7.0,5.0,6.0,1.0
Quality Inn & Suites Camarillo-Oxnard,PC10931,0.0,Doritos Cool Ranch,0.0,7.0,6.0,7.0,1.0
Quality Inn & Suites Camarillo-Oxnard,PC10989,0.0,Maruchan Chicken Cup Soup,0.0,6.0,5.0,6.0,1.0
Quality Inn & Suites Camarillo-Oxnard,PC10990,0.0,Maruchan Lime Chili Chicken Cup Soup,0.0,8.0,7.0,8.0,1.0
Peacock Suites,AVR18526,0.0,Fairlife Chocolate Milk 14oz,0.0,7.0,6.0,7.0,1.0
Peacock Suites,PC11028,0.0,Pepto Bismol,0.0,12.0,11.0,12.0,1.0
Peacock Suites,PC10866,0.0,Benadryl,0.0,12.0,11.0,12.0,1.0
Peacock Suites,AVR16128,0.0,Secret Outlast Deodorant,0.0,7.0,6.0,7.0,1.0
Peacock Suites,AVR14655,0.0,Dr Pepper Zero 20oz,0.0,4.0,3.0,4.0,1.0
Peacock Suites,PC10990,0.0,Maruchan Lime Chili Chicken Cup Soup,0.0,8.0,7.0,8.0,1.0
Holiday Inn Express Port Hueneme,PC11015,2.0,Nongshim Spicy Shin Noodle Soup,0.0,6.0,3.0,4.0,1.0
Holiday Inn Express Port Hueneme,PC10972,1.0,Knotts Strawberry Cookie,0.0,9.0,7.0,8.0,1.0
Holiday Inn Express Port Hueneme,PC10937,6.0,El Monterey Bean and Cheese Burrito,0.0,12.0,5.0,6.0,1.0
Holiday Inn Oxnard-Ventura,PC11021,1.0,Old Spice Deodorant,0.0,6.0,4.0,5.0,1.0
Holiday Inn Oceanside Camp Pendleton Area,PC16533,9.0,Ares Liquid Detergent HE,0.0,30.0,20.0,21.0,1.0
Holiday Inn Oceanside Camp Pendleton Area,PC11063,1.0,Smartfood White Cheddar Popcorn,0.0,11.0,9.0,10.0,1.0
Queens Inn Anaheim,AVR16128,0.0,Secret Outlast Deodorant,0.0,4.0,3.0,4.0,1.0
Quality Inn Placentia Anaheim Fullerton,AVR17394,0.0,Dentek Flossers,0.0,11.0,10.0,11.0,1.0
Quality Inn Placentia Anaheim Fullerton,AVR19515,0.0,Anker USB-C to USB-C 10ft Cable,0.0,3.0,2.0,3.0,1.0
Quality Inn Placentia Anaheim Fullerton,PC10897,0.0,Clear Eyes Solution 0.2oz,0.0,10.0,9.0,10.0,1.0
Quality Inn Placentia Anaheim Fullerton,PC11015,0.0,Nongshim Spicy Shin Noodle Soup,0.0,11.0,10.0,11.0,1.0
Quality Inn Placentia Anaheim Fullerton,PC16506,0.0,El Monterey Egg Sausage Cheese & Potato Burrito,0.0,14.0,13.0,14.0,1.0
Quality Inn & Suites Camarillo-Oxnard,PC10900,0.0,Cliff Bar Peanut Butter,0.0,12.0,11.0,12.0,1.0
Quality Inn & Suites Camarillo-Oxnard,PC10943,0.0,Razor,0.0,11.0,10.0,11.0,1.0
Quality Inn & Suites Camarillo-Oxnard,PC11021,0.0,Old Spice Deodorant,0.0,7.0,6.0,7.0,1.0
Quality Inn & Suites Camarillo-Oxnard,PC11092,0.0,Tylenol Extra Strength,0.0,11.0,10.0,11.0,1.0
Holiday Inn Express Port Hueneme,PC10822,2.0,Powerade Fruit Punch 20oz,0.0,19.0,16.0,17.0,1.0
Holiday Inn Express Port Hueneme,PC10806,4.0,Minute Maid Lemonade 20oz,0.0,27.0,22.0,23.0,1.0
Holiday Inn Express Pasadena Market,PC21854,4.0,Fiji Water 16.9oz,0.0,11.0,6.0,7.0,1.0
Holiday Inn Express Pasadena Market,PC11063,2.0,Smartfood White Cheddar Popcorn,0.0,10.0,7.0,8.0,1.0
Holiday Inn Express Pasadena Market,PC10886,1.0,Cereal Honey Nut Cheerios,0.0,7.0,5.0,6.0,1.0
Holiday Inn Express & Suites Ventura,PC11039,4.0,Pringles Sour Cream & Onion,0.0,9.0,4.0,5.0,1.0
Holiday Inn Express & Suites Ventura,PC11011,2.0,Nongshim Hot and Spicy Noodle Soup,0.0,5.0,2.0,3.0,1.0
Holiday Inn Express & Suites Ventura,PC10990,4.0,Maruchan Lime Chili Chicken Cup Soup,0.0,12.0,7.0,8.0,1.0
Holiday Inn Express & Suites Ventura,PC10939,2.0,El Monterey Jalapeno Egg Cheese Burrito,0.0,16.0,13.0,14.0,1.0
Queens Inn Anaheim,AVR18758,0.0,Core Power High Protein Shake Chocolate 14oz,0.0,6.0,5.0,6.0,1.0
Queens Inn Anaheim,PC10990,0.0,Maruchan Lime Chili Chicken Cup Soup,0.0,8.0,7.0,8.0,1.0
Queens Inn Anaheim,PC11042,0.0,Red Vines Original 4oz Peg,0.0,9.0,8.0,9.0,1.0
Holiday Inn Oceanside Camp Pendleton Area,AVR19515,2.0,Anker USB-C to USB-C 10ft Cable,0.0,3.0,0.0,1.0,1.0
Holiday Inn Hotel & Suites Monterey Park,PC10827,2.0,Red Bull Sugar Free 8.4oz,0.0,8.0,5.0,6.0,1.0
Holiday Inn Express Port Hueneme,PC11074,2.0,Stouffers Lasagna with Meat Sauce,0.0,5.0,2.0,3.0,1.0
Holiday Inn Express Port Hueneme,PC11043,4.0,Reeses PB Cup,0.0,16.0,11.0,12.0,1.0
Holiday Inn Express & Suites Corona,AVR25512,1.0,Peace Tea Georgia Peach 16oz,0.0,14.0,12.0,13.0,1.0
Holiday Inn Express & Suites Chatsworth,PC10882,2.0,Butterfinger,0.0,12.0,9.0,10.0,1.0
Holiday Inn Express & Suites Ventura,PC10851,6.0,Albanese Gummi Bears 12 Flavor - 3.5oz,0.0,9.0,2.0,3.0,1.0
Holiday Inn Express & Suites San Dimas,PC10900,2.0,Cliff Bar Peanut Butter,0.0,13.0,10.0,11.0,1.0
Holiday Inn Express & Suites San Dimas,PC10899,4.0,Cliff Bar Chocolate Chip,0.0,11.0,6.0,7.0,1.0
Holiday Inn Express & Suites San Dimas,PC10893,4.0,Cheetos Puffs,0.0,6.0,1.0,2.0,1.0
Holiday Inn Express & Suites San Dimas,PC00886,1.0,Coke Diet 20oz,0.0,14.0,12.0,13.0,1.0
Holiday Inn Express & Suites San Dimas,AVR25512,2.0,Peace Tea Georgia Peach 16oz,0.0,12.0,9.0,10.0,1.0
Ramada Inn Burbank Market,PC11088,0.0,Trident Spearmint,0.0,6.0,5.0,6.0,1.0
Ramada Inn Burbank Market,AVR18525,0.0,Core Power High Protein Shake Vanilla 14oz,0.0,6.0,5.0,6.0,1.0
Ramada Inn Burbank Market,PC14014,0.0,Digiorno Four Cheese Pizza,0.0,11.0,10.0,11.0,1.0
Ramada Anaheim Convention Center,PC16264,0.0,Dole Orange Juice,0.0,14.0,13.0,14.0,1.0
Ramada Anaheim Convention Center,PC11013,0.0,Nongshim Mild Chicken Noodle Soup,0.0,4.0,3.0,4.0,1.0
Ramada Anaheim Convention Center,AVR20377,0.0,"Disney Plush Extra Large 25"" RG Red Minnie",0.0,2.0,1.0,2.0,1.0
Ramada Anaheim Convention Center,PC11035,0.0,Kellogs Pop Tarts Strawberry,0.0,6.0,5.0,6.0,1.0
Queens Inn Anaheim,AVR15436,0.0,Cereal Lucky Charms,0.0,6.0,5.0,6.0,1.0
Holiday Inn Express & Suites Barstow,AVR14655,2.0,Dr Pepper Zero 20oz,0.0,14.0,11.0,12.0,1.0
Holiday Inn Express & Suites Barstow,PC16533,2.0,Ares Liquid Detergent HE,0.0,21.0,18.0,19.0,1.0
Holiday Inn Express & Suites Barstow,PC11073,2.0,Stouffers Mac and Cheese,0.0,10.0,7.0,8.0,1.0
Holiday Inn Express & Suites Barstow,PC11038,2.0,Pringles Original,0.0,12.0,9.0,10.0,1.0
Holiday Inn Express & Suites Barstow,PC10971,3.0,Kit Kat King,0.0,6.0,2.0,3.0,1.0
Holiday Inn Express & Suites Barstow,PC10959,8.0,Hot Pocket Pepperoni Pizza,0.0,9.0,0.0,1.0,1.0
Holiday Inn Express & Suites Barstow,PC10955,2.0,Hersheys Almond King,0.0,10.0,7.0,8.0,1.0
Holiday Inn Express & Suites Barstow,PC10907,2.0,Crest Tooth Paste and Brush,0.0,10.0,7.0,8.0,1.0
Holiday Inn Express & Suites Barstow,PC10892,5.0,Cheetos Flamin Hot Limon,0.0,6.0,0.0,1.0,1.0
Ramada National City Market,PC11021,0.0,Old Spice Deodorant,0.0,6.0,5.0,6.0,1.0
Ramada National City Market,PC11064,0.0,Snickers Ice Cream Bar,0.0,23.0,22.0,23.0,1.0
Ramada National City Market,AVR17709,0.0,Haagen Dazs Chocolate Ice Cream 14oz,0.0,8.0,7.0,8.0,1.0
Ramada National City Market,PC11051,0.0,Sahale Honey Almonds,0.0,7.0,6.0,7.0,1.0
Holiday Inn Express & Suites San Dimas,AVR17246,2.0,Red Bull Red Watermelon 8.4oz,0.0,8.0,5.0,6.0,1.0
Holiday Inn Express & Suites Hesperia Market,PC10891,2.0,Cheetos Flamin Hot,0.0,11.0,8.0,9.0,1.0
Holiday Inn Express & Suites Corona,PC11038,2.0,Pringles Original,0.0,8.0,5.0,6.0,1.0
Holiday Inn & Suites Anaheim,AVR26211,2.0,FR Snack Double & Cheese Cup,0.0,3.0,0.0,1.0,1.0
Holiday Inn & Suites Anaheim,AVR21354,2.0,"Disney Plush Medium 15"" Goofy",0.0,5.0,2.0,3.0,1.0
Hilton Garden Inn-Home2 Suites Anaheim Resort,PC16523,2.0,Dolly Madison Golden Cream Cake,0.0,16.0,13.0,14.0,1.0
Holiday Inn El Monte,PC10806,2.0,Minute Maid Lemonade 20oz,0.0,14.0,11.0,12.0,1.0
Holiday Inn Diamond Bar-Pomona,PC11157,6.0,Dasani 20oz,0.0,60.0,53.0,54.0,1.0
Holiday Inn Diamond Bar-Pomona,PC10895,3.0,Chex Mix,0.0,7.0,3.0,4.0,1.0
Holiday Inn Diamond Bar-Pomona,PC10889,6.0,Cheetos Crunchy,0.0,18.0,11.0,12.0,1.0
Holiday Inn Diamond Bar-Pomona,PC10851,2.0,Albanese Gummi Bears 12 Flavor - 3.5oz,0.0,12.0,9.0,10.0,1.0
Ramada by Wyndham Barstow,PC11062,0.0,Skittles Sour,0.0,22.0,21.0,22.0,1.0
Ramada National City Market,PC10832,0.0,Starbucks Vanilla Frapuccino RTD 9.5oz,0.0,8.0,7.0,8.0,1.0
Ramada National City Market,PC10850,0.0,Advil,0.0,4.0,3.0,4.0,1.0
Holiday Inn Express & Suites Barstow,PC10889,2.0,Cheetos Crunchy,0.0,12.0,9.0,10.0,1.0
Holiday Inn Express & Suites Barstow,PC10805,2.0,Minute Maid Apple Juice 12oz,0.0,16.0,13.0,14.0,1.0
Holiday Inn Express & Suites Barstow,PC10794,3.0,Dr Pepper Diet 20oz,0.0,13.0,9.0,10.0,1.0
Holiday Inn Express & Suites Barstow,PC00887,3.0,Sprite 20oz,0.0,13.0,9.0,10.0,1.0
Holiday Inn Express & Suites Barstow,AVR15125,4.0,RXBAR Protein Blueberry,0.0,6.0,1.0,2.0,1.0
Hilton Garden Inn-Home2 Suites Anaheim Resort,PC10885,4.0,Cereal Frosted Flakes,0.0,15.0,10.0,11.0,1.0
Hilton Garden Inn-Home2 Suites Anaheim Resort,PC00889,11.0,Snickers,0.0,39.0,27.0,28.0,1.0
Hilton Garden Inn-Home2 Suites Anaheim Resort,AVR24781,2.0,Magic Spoon Marshmallow Treat 1.4oz,0.0,16.0,13.0,14.0,1.0
Hilton Garden Inn-Home2 Suites Anaheim Resort,AVR20383,1.0,"Disney Plush Medium 15"" RG Red Minnie",0.0,5.0,3.0,4.0,1.0
Hawthorn Suites by Wyndham Victorville Market,AVR16059,2.0,Nature's Bakery Fig Bar Blueberry,0.0,6.0,3.0,4.0,1.0
Hawthorn Suites by Wyndham Victorville Market,AVR15125,2.0,RXBAR Protein Blueberry,0.0,7.0,4.0,5.0,1.0
Ramada by Wyndham Barstow,PC11010,0.0,Nestle Crunch Dibs,0.0,24.0,23.0,24.0,1.0
Ramada by Wyndham Barstow,AVR17709,0.0,Haagen Dazs Chocolate Ice Cream 14oz,0.0,14.0,13.0,14.0,1.0
Ramada by Wyndham Barstow,PC10832,0.0,Starbucks Vanilla Frapuccino RTD 9.5oz,0.0,15.0,14.0,15.0,1.0
Ramada by Wyndham Barstow,AVR19517,0.0,Anker Power Port 32W Wall Charger,0.0,2.0,1.0,2.0,1.0
Ramada by Wyndham Barstow,AVR19515,0.0,Anker USB-C to USB-C 10ft Cable,0.0,3.0,2.0,3.0,1.0
Holiday Inn & Suites Barstow,PC11004,2.0,Munchies Flamin Hot,0.0,11.0,8.0,9.0,1.0
Holiday Inn & Suites Barstow,PC10941,3.0,SnakClub Energizer Trail Mix Premium,0.0,10.0,6.0,7.0,1.0
Holiday Inn & Suites Barstow,PC10932,1.0,Doritos Nacho Cheese,0.0,10.0,8.0,9.0,1.0
Holiday Inn & Suites Barstow,AVR18528,2.0,Fairlife 2% Reduced Fat Ultra-Filtered Milk 14oz,0.0,7.0,4.0,5.0,1.0
Holiday Inn & Suites Anaheim,PC11074,1.0,Stouffers Lasagna with Meat Sauce,0.0,5.0,3.0,4.0,1.0
First Service Residential Shared Services Market,PC10894,3.0,Cheez-It,0.0,8.0,4.0,5.0,1.0
First Service Residential Shared Services Market,PC10789,1.0,Celsius Sparkling Watermelon 12oz,0.0,13.0,11.0,12.0,1.0
First Service Residential Shared Services Market,PC10765,1.0,String Cheese Frigo,0.0,13.0,11.0,12.0,1.0
First Service Residential HQ Market,PC10941,3.0,SnakClub Energizer Trail Mix Premium,0.0,8.0,4.0,5.0,1.0
First Service Residential HQ Market,AVR17246,5.0,Red Bull Red Watermelon 8.4oz,0.0,21.0,15.0,16.0,1.0
Fairfield by Marriott West Covina,PC10909,2.0,DayQuil,0.0,6.0,3.0,4.0,1.0
Fairfield by Marriott West Covina,AVR19515,2.0,Anker USB-C to USB-C 10ft Cable,0.0,4.0,1.0,2.0,1.0
Fairfield by Marriott Anaheim North-Buena Park,AVR16058,2.0,Nature's Bakery Fig Bar Strawberry,0.0,12.0,9.0,10.0,1.0
Ramada by Wyndham Barstow,PC11157,0.0,Dasani 20oz,0.0,42.0,41.0,42.0,1.0
Ramada by Wyndham Barstow,PC11011,0.0,Nongshim Hot and Spicy Noodle Soup,0.0,12.0,11.0,12.0,1.0
Ramada by Wyndham Barstow,PC10790,0.0,Coke Zero 20oz,0.0,14.0,13.0,14.0,1.0
HIE - Twentynine Palms Market,PC11092,1.0,Tylenol Extra Strength,0.0,12.0,10.0,11.0,1.0
HIE - Twentynine Palms Market,PC10827,2.0,Red Bull Sugar Free 8.4oz,0.0,8.0,5.0,6.0,1.0
HIE - Manchester Market,PC10955,1.0,Hersheys Almond King,0.0,14.0,12.0,13.0,1.0
Four Points Sheraton - Ventura,AVR19515,1.0,Anker USB-C to USB-C 10ft Cable,0.0,2.0,0.0,1.0,1.0
Hilton Garden Inn-Home2 Suites Anaheim Resort,PC10944,2.0,Gillette Shaving Cream,0.0,16.0,13.0,14.0,1.0
"Sandbourne Santa Monica, Autograph Collection",PC16248,0.0,Brisk 12oz,0.0,16.0,15.0,16.0,1.0
"Sandbourne Santa Monica, Autograph Collection",PC11054,0.0,Scope Mouthwash,0.0,8.0,7.0,8.0,1.0
"Sandbourne Santa Monica, Autograph Collection",PC10901,0.0,Cliff Bar White Chocolate Macadamia,0.0,24.0,23.0,24.0,1.0
"Sandbourne Santa Monica, Autograph Collection",AVR19517,0.0,Anker Power Port 32W Wall Charger,0.0,4.0,3.0,4.0,1.0
San Manuel Service Center,AVR26217,0.0,FR SLB Croissant Ham,0.0,1.0,0.0,1.0,1.0
San Manuel Service Center,PC10962,0.0,Jack Links Teriyaki Beef Jerky 70 Cal,0.0,8.0,7.0,8.0,1.0
Residence Inn San Diego North San Marcos,PC16506,0.0,El Monterey Egg Sausage Cheese & Potato Burrito,0.0,13.0,12.0,13.0,1.0
Residence Inn San Diego North San Marcos,PC11074,0.0,Stouffers Lasagna with Meat Sauce,0.0,5.0,4.0,5.0,1.0
Residence Inn San Diego North San Marcos,PC16273,0.0,Crush Orange 20oz,0.0,4.0,3.0,4.0,1.0
Ramada by Wyndham Hawthorne-LA Stadium,AVR15436,0.0,Cereal Lucky Charms,0.0,1.0,0.0,1.0,1.0
Ramada by Wyndham Hawthorne-LA Stadium,AVR18857,0.0,Dramamine Motion Sickness Chewable,0.0,9.0,8.0,9.0,1.0
Ramada by Wyndham Hawthorne-LA Stadium,PC10986,0.0,M&M Plain,0.0,7.0,6.0,7.0,1.0
Ramada by Wyndham Hawthorne-LA Stadium,PC16535,0.0,Bounce Fabric Softner,0.0,12.0,11.0,12.0,1.0
Ramada by Wyndham Barstow,PC11061,0.0,Skittles Fruit,0.0,21.0,20.0,21.0,1.0
Ramada by Wyndham Barstow,PC10851,0.0,Albanese Gummi Bears 12 Flavor - 3.5oz,0.0,10.0,9.0,10.0,1.0
First Service Residential Shared Services Market,PC10895,1.0,Chex Mix,0.0,5.0,3.0,4.0,1.0
Executive Residency by Best Western Victorville,PC10972,2.0,Knotts Strawberry Cookie,0.0,12.0,9.0,10.0,1.0
Executive Residency by Best Western Victorville,PC10955,2.0,Hersheys Almond King,0.0,24.0,21.0,22.0,1.0
Embassy Suites by Hilton Palm Desert,AVR19515,2.0,Anker USB-C to USB-C 10ft Cable,0.0,3.0,0.0,1.0,1.0
E-Central Downtown Los Angeles Hotel,PC10813,2.0,Oi Ocha Green Tea Unsweetened,0.0,16.0,13.0,14.0,1.0
Fairfield Inn Los Alamitos Market,PC10850,2.0,Advil,0.0,12.0,9.0,10.0,1.0
FFI - Moorpark Market,PC16535,3.0,Bounce Fabric Softner,0.0,24.0,20.0,21.0,1.0
FFI - Moorpark Market,PC11091,3.0,Twix Caramel,0.0,15.0,11.0,12.0,1.0
FFI - Moorpark Market,PC11055,3.0,Second Nature Simplicity Medley Trail Mix,0.0,5.0,1.0,2.0,1.0
FFI - Moorpark Market,PC11028,2.0,Pepto Bismol,0.0,5.0,2.0,3.0,1.0
FFI - Moorpark Market,PC10989,4.0,Maruchan Chicken Cup Soup,0.0,9.0,4.0,5.0,1.0
FFI - Moorpark Market,PC10943,2.0,Razor,0.0,6.0,3.0,4.0,1.0
