Location,Product Code,Total_Sales_Qty,Total_Sales_Value,Total_In_Qty,Total_In_Cost,Known_Adjustments_Qty,Known_Adjustments_Cost,Implied_Stock_Delta,Shrink_Qty_Approx
Anaheim Desert Inn and Suites,PC16521,6.0,21.0,0.0,0.0,3.0,1.83,-6.0,-9.0
Anaheim Desert Inn and Suites,PC16522,5.0,19.25,0.0,0.0,11.0,9.35,-5.0,-16.0
Anaheim Desert Inn and Suites,PC16523,2.0,4.65,0.0,0.0,15.0,11.27,-2.0,-17.0
Anaheim Desert Inn and Suites,PC16529,3.0,16.25,0.0,0.0,1.0,1.48,-3.0,-4.0
Anaheim Desert Inn and Suites,PC16533,9.0,33.9313,0.0,0.0,0.0,0.0,-9.0,-9.0
Anaheim Desert Inn and Suites,PC16535,6.0,22.6213,0.0,0.0,0.0,0.0,-6.0,-6.0
Anaheim Desert Inn and Suites,PC21186,6.0,67.24000000000001,0.0,0.0,0.0,0.0,-6.0,-6.0
Anaheim Desert Inn and Suites,PC21853,26.0,167.5,0.0,0.0,6.0,14.46,-26.0,-32.0
Anaheim Desert Inn and Suites,PC21854,35.0,190.75,0.0,0.0,6.0,6.96,-35.0,-41.0
Anaheim Desert Inn and Suites,PC21863,10.0,63.0719,0.0,0.0,0.0,0.0,-10.0,-10.0
Ayres Hotel Anaheim,AVR00156,29.0,191.5,0.0,0.0,2.0,4.82,-29.0,-31.0
Ayres Hotel Anaheim,AVR11110,11.0,73.25,0.0,0.0,0.0,0.0,-11.0,-11.0
Ayres Hotel Anaheim,AVR11112,6.0,39.75,0.0,0.0,2.0,2.58,-6.0,-8.0
Ayres Hotel Anaheim,AVR14634,23.0,94.25,0.0,0.0,2.0,2.36,-23.0,-25.0
Ayres Hotel Anaheim,AVR14655,9.0,45.1775,0.0,0.0,1.0,1.27,-9.0,-10.0
Ayres Hotel Anaheim,AVR15123,11.0,63.75,0.0,0.0,0.0,0.0,-11.0,-11.0
Ayres Hotel Anaheim,AVR15434,2.0,9.25,0.0,0.0,0.0,0.0,-2.0,-2.0
Ayres Hotel Anaheim,AVR15436,10.0,45.75,0.0,0.0,3.0,3.66,-10.0,-13.0
Ayres Hotel Anaheim,AVR16059,15.0,65.75,0.0,0.0,3.0,2.52,-15.0,-18.0
Ayres Hotel Anaheim,AVR16128,4.0,36.91,0.0,0.0,1.0,3.12,-4.0,-5.0
Ayres Hotel Anaheim,AVR17246,29.0,199.9051,0.0,0.0,2.0,3.56,-29.0,-31.0
Ayres Hotel Anaheim,AVR17700,66.0,469.3,0.0,0.0,5.0,13.75,-66.0,-71.0
Ayres Hotel Anaheim,AVR17709,15.0,199.5,0.0,0.0,2.0,10.02,-15.0,-17.0
Ayres Hotel Anaheim,AVR18528,44.0,248.0,0.0,0.0,2.0,3.22,-44.0,-46.0
Ayres Hotel Anaheim,AVR18758,42.0,297.5,0.0,0.0,2.0,5.94,-42.0,-44.0
Ayres Hotel Anaheim,AVR18805,9.0,112.0506,0.0,0.0,0.0,0.0,-9.0,-9.0
Ayres Hotel Anaheim,AVR18857,2.0,13.464400000000001,0.0,0.0,0.0,0.0,-2.0,-2.0
Ayres Hotel Anaheim,AVR19406,11.0,84.25,0.0,0.0,0.0,0.0,-11.0,-11.0
Ayres Hotel Anaheim,AVR19407,23.0,203.5,0.0,0.0,6.0,24.05,-23.0,-29.0
Ayres Hotel Anaheim,AVR19408,19.0,102.0,0.0,0.0,1.0,0.78,-19.0,-20.0
Ayres Hotel Anaheim,AVR19413,7.0,35.75,0.0,0.0,1.0,0.93,-7.0,-8.0
Ayres Hotel Anaheim,AVR19464,8.0,61.0,0.0,0.0,2.0,3.58,-8.0,-10.0
Ayres Hotel Anaheim,AVR19465,43.0,230.4,0.0,0.0,7.0,7.9799999999999995,-43.0,-50.0
Ayres Hotel Anaheim,AVR19466,26.0,140.0,0.0,0.0,1.0,1.14,-26.0,-27.0
Ayres Hotel Anaheim,AVR19515,5.0,146.4805,0.0,0.0,1.0,5.31,-5.0,-6.0
Ayres Hotel Anaheim,AVR19517,10.0,239.6144,0.0,0.0,0.0,0.0,-10.0,-10.0
Ayres Hotel Anaheim,AVR19716,5.0,145.9456,0.0,0.0,1.0,7.72,-5.0,-6.0
Ayres Hotel Anaheim,AVR20335,12.0,49.75,0.0,0.0,7.0,4.97,-12.0,-19.0
Ayres Hotel Anaheim,AVR20398,0.0,0.0,0.0,0.0,1.0,2.0,0.0,-1.0
Ayres Hotel Anaheim,AVR20400,0.0,0.0,0.0,0.0,1.0,2.0,0.0,-1.0
Ayres Hotel Anaheim,AVR22396,9.0,87.62,0.0,0.0,0.0,0.0,-9.0,-9.0
Ayres Hotel Anaheim,AVR22416,1.0,20.5225,0.0,0.0,0.0,0.0,-1.0,-1.0
Ayres Hotel Anaheim,AVR23097,30.0,158.0,0.0,0.0,5.0,7.55,-30.0,-35.0
Ayres Hotel Anaheim,AVR23419,71.0,367.0319,0.0,0.0,9.0,0.09,-71.0,-80.0
Ayres Hotel Anaheim,AVR23420,69.0,356.6825,0.0,0.0,3.0,0.03,-69.0,-72.0
Ayres Hotel Anaheim,AVR24555,78.0,755.5374,0.0,0.0,29.0,0.29000000000000004,-78.0,-107.0
Ayres Hotel Anaheim,AVR24556,38.0,408.9738,0.0,0.0,29.97,139.86,-38.0,-67.97
Ayres Hotel Anaheim,AVR24782,1.0,16.16,0.0,0.0,0.0,0.0,-1.0,-1.0
Ayres Hotel Anaheim,AVR25829,145.0,1716.9212,0.0,0.0,38.0,0.38,-145.0,-183.0
Ayres Hotel Anaheim,AVR26020,1.0,25.86,0.0,0.0,0.0,0.0,-1.0,-1.0
Ayres Hotel Anaheim,AVR26021,12.0,258.6,0.0,0.0,0.0,0.0,-12.0,-12.0
Ayres Hotel Anaheim,AVR26022,11.0,213.375,0.0,0.0,1.0,0.01,-11.0,-12.0
Ayres Hotel Anaheim,AVR26023,55.0,281.5624,0.0,0.0,3.0,0.03,-55.0,-58.0
Ayres Hotel Anaheim,AVR26024,0.0,0.0,0.0,0.0,5.0,0.05,0.0,-5.0
Ayres Hotel Anaheim,AVR27657,17.0,182.985,0.0,0.0,2.0,0.02,-17.0,-19.0
Ayres Hotel Anaheim,AVR28072,63.0,610.2834,0.0,0.0,8.99,233.74,-63.0,-71.99
Ayres Hotel Anaheim,PC00885,113.0,577.9478,0.0,0.0,16.0,20.36,-113.0,-129.0
Ayres Hotel Anaheim,PC00886,80.0,413.24150000000003,0.0,0.0,10.0,12.73,-80.0,-90.0
Ayres Hotel Anaheim,PC00887,59.0,299.8678,0.0,0.0,5.0,6.390000000000001,-59.0,-64.0
Ayres Hotel Anaheim,PC00888,349.0,2027.4499999999998,0.0,0.0,20.0,25.6,-349.0,-369.0
Ayres Hotel Anaheim,PC00889,37.0,153.0,0.0,0.0,7.0,8.19,-37.0,-44.0
Ayres Hotel Anaheim,PC10726,441.0,3668.1,0.0,0.0,67.0,119.93,-441.0,-508.0
Ayres Hotel Anaheim,PC10790,39.0,196.48770000000002,0.0,0.0,14.0,17.91,-39.0,-53.0
Ayres Hotel Anaheim,PC10793,99.0,504.71110000000004,0.0,0.0,45.0,57.72,-99.0,-144.0
Ayres Hotel Anaheim,PC10798,58.0,369.4,0.0,0.0,9.0,12.06,-58.0,-67.0
Ayres Hotel Anaheim,PC10806,38.0,181.89999999999998,0.0,0.0,2.0,2.54,-38.0,-40.0
Ayres Hotel Anaheim,PC10808,39.0,266.2798,0.0,0.0,3.0,4.8,-39.0,-42.0
Ayres Hotel Anaheim,PC10825,20.0,136.9808,0.0,0.0,0.0,0.0,-20.0,-20.0
Ayres Hotel Anaheim,PC10827,63.0,437.5588,0.0,0.0,10.0,17.8,-63.0,-73.0
Ayres Hotel Anaheim,PC10831,21.0,140.79999999999998,0.0,0.0,4.0,5.4,-21.0,-25.0
Ayres Hotel Anaheim,PC10850,24.0,148.7619,0.0,0.0,3.0,5.25,-24.0,-27.0
Ayres Hotel Anaheim,PC10851,26.0,146.5,0.0,0.0,7.0,6.02,-26.0,-33.0
Ayres Hotel Anaheim,PC10866,5.0,32.865,0.0,0.0,3.0,6.779999999999999,-5.0,-8.0
Ayres Hotel Anaheim,PC10874,5.0,22.0,0.0,0.0,0.0,0.0,-5.0,-5.0
Ayres Hotel Anaheim,PC10882,14.0,56.0,0.0,0.0,1.0,1.08,-14.0,-15.0
Ayres Hotel Anaheim,PC10884,13.0,59.0,0.0,0.0,1.0,1.32,-13.0,-14.0
Ayres Hotel Anaheim,PC10888,5.0,32.3332,0.0,0.0,0.0,0.0,-5.0,-5.0
Ayres Hotel Anaheim,PC10889,36.0,146.75,0.0,0.0,4.0,2.84,-36.0,-40.0
Ayres Hotel Anaheim,PC10891,25.0,102.0,0.0,0.0,14.0,9.94,-25.0,-39.0
Ayres Hotel Anaheim,PC10892,26.0,104.05,0.0,0.0,9.0,6.39,-26.0,-35.0
Ayres Hotel Anaheim,PC10893,24.0,98.25,0.0,0.0,8.0,5.68,-24.0,-32.0
Ayres Hotel Anaheim,PC10894,22.0,79.25,0.0,0.0,2.0,0.94,-22.0,-24.0
Ayres Hotel Anaheim,PC10897,4.0,37.1776,0.0,0.0,0.0,0.0,-4.0,-4.0
Ayres Hotel Anaheim,PC10899,7.0,35.75,0.0,0.0,1.0,1.42,-7.0,-8.0
Ayres Hotel Anaheim,PC10900,9.0,45.75,0.0,0.0,0.0,0.0,-9.0,-9.0
Ayres Hotel Anaheim,PC10901,6.0,30.25,0.0,0.0,2.0,2.9,-6.0,-8.0
Ayres Hotel Anaheim,PC10907,40.0,367.2068,0.0,0.0,2.0,2.98,-40.0,-42.0
Ayres Hotel Anaheim,PC10909,14.0,92.9376,0.0,0.0,3.0,6.789999999999999,-14.0,-17.0
Ayres Hotel Anaheim,PC10931,36.0,147.0,0.0,0.0,2.0,1.42,-36.0,-38.0
Ayres Hotel Anaheim,PC10932,30.0,123.5,0.0,0.0,3.0,2.13,-30.0,-33.0
Ayres Hotel Anaheim,PC10937,21.0,85.75,0.0,0.0,7.0,5.46,-21.0,-28.0
Ayres Hotel Anaheim,PC10938,20.0,82.0,0.0,0.0,0.0,0.0,-20.0,-20.0
Ayres Hotel Anaheim,PC10939,4.0,16.5,0.0,0.0,3.0,3.75,-4.0,-7.0
Ayres Hotel Anaheim,PC10941,19.0,138.25,0.0,0.0,1.0,2.37,-19.0,-20.0
Ayres Hotel Anaheim,PC10943,3.0,19.9388,0.0,0.0,1.0,0.85,-3.0,-4.0
Ayres Hotel Anaheim,PC10944,5.0,43.6469,0.0,0.0,1.0,2.93,-5.0,-6.0
Ayres Hotel Anaheim,PC10946,11.0,44.75,0.0,0.0,1.0,0.61,-11.0,-12.0
Ayres Hotel Anaheim,PC10955,30.0,168.5,0.0,0.0,9.0,17.29,-30.0,-39.0
Ayres Hotel Anaheim,PC10958,20.0,81.75,0.0,0.0,4.0,3.96,-20.0,-24.0
Ayres Hotel Anaheim,PC10959,40.0,163.75,0.0,0.0,5.0,4.95,-40.0,-45.0
Ayres Hotel Anaheim,PC10971,28.0,157.75,0.0,0.0,0.0,0.0,-28.0,-28.0
Ayres Hotel Anaheim,PC10972,11.0,44.75,0.0,0.0,0.0,0.0,-11.0,-11.0
Ayres Hotel Anaheim,PC10978,35.0,144.25,0.0,0.0,6.0,4.26,-35.0,-41.0
Ayres Hotel Anaheim,PC10984,38.0,156.75,0.0,0.0,0.0,0.0,-38.0,-38.0
Ayres Hotel Anaheim,PC10986,9.0,37.5,0.0,0.0,1.0,1.17,-9.0,-10.0
Ayres Hotel Anaheim,PC10988,9.0,46.6,0.0,0.0,2.0,2.14,-9.0,-11.0
Ayres Hotel Anaheim,PC10989,37.0,140.75,0.0,0.0,2.0,1.22,-37.0,-39.0
Ayres Hotel Anaheim,PC10990,2.0,8.0,0.0,0.0,1.0,0.62,-2.0,-3.0
Ayres Hotel Anaheim,PC10991,15.0,58.5,0.0,0.0,2.0,1.22,-15.0,-17.0
Ayres Hotel Anaheim,PC11004,22.0,89.5,0.0,0.0,6.0,4.26,-22.0,-28.0
Ayres Hotel Anaheim,PC11007,14.0,52.0,0.0,0.0,0.0,0.0,-14.0,-14.0
Ayres Hotel Anaheim,PC11008,7.0,25.75,0.0,0.0,2.0,1.0,-7.0,-9.0
Ayres Hotel Anaheim,PC11010,38.0,326.5,0.0,0.0,3.0,7.220000000000001,-38.0,-41.0
Ayres Hotel Anaheim,PC11011,11.0,56.6,0.0,0.0,3.0,4.199999999999999,-11.0,-14.0
Ayres Hotel Anaheim,PC11013,20.0,105.0,0.0,0.0,2.0,2.8,-20.0,-22.0
Ayres Hotel Anaheim,PC11015,17.0,91.0,0.0,0.0,2.0,2.8,-17.0,-19.0
Ayres Hotel Anaheim,PC11020,7.0,46.3382,0.0,0.0,1.0,2.28,-7.0,-8.0
Ayres Hotel Anaheim,PC11021,7.0,62.2362,0.0,0.0,0.0,0.0,-7.0,-7.0
Ayres Hotel Anaheim,PC11028,18.0,118.8088,0.0,0.0,1.0,2.14,-18.0,-19.0
Ayres Hotel Anaheim,PC11035,15.0,61.0,0.0,0.0,3.0,2.34,-15.0,-18.0
Ayres Hotel Anaheim,PC11038,34.0,149.5,0.0,0.0,3.0,2.25,-34.0,-37.0
Ayres Hotel Anaheim,PC11039,23.0,100.0,0.0,0.0,0.0,0.0,-23.0,-23.0
Ayres Hotel Anaheim,PC11042,33.0,183.75,0.0,0.0,0.0,0.0,-33.0,-33.0
Ayres Hotel Anaheim,PC11043,31.0,128.5,0.0,0.0,8.0,9.43,-31.0,-39.0
Ayres Hotel Anaheim,PC11045,8.0,32.5,0.0,0.0,0.0,0.0,-8.0,-8.0
Ayres Hotel Anaheim,PC11054,9.0,83.2462,0.0,0.0,1.0,1.45,-9.0,-10.0
Ayres Hotel Anaheim,PC11061,7.0,28.75,0.0,0.0,1.0,1.17,-7.0,-8.0
Ayres Hotel Anaheim,PC11062,14.0,58.0,0.0,0.0,1.0,1.17,-14.0,-15.0
Ayres Hotel Anaheim,PC11063,65.0,267.0,0.0,0.0,4.0,2.84,-65.0,-69.0
Ayres Hotel Anaheim,PC11064,33.0,185.0,0.0,0.0,2.0,2.2,-33.0,-35.0
Ayres Hotel Anaheim,PC11068,11.0,45.75,0.0,0.0,6.0,7.05,-11.0,-17.0
Ayres Hotel Anaheim,PC11073,14.0,159.25,0.0,0.0,0.0,0.0,-14.0,-14.0
Ayres Hotel Anaheim,PC11074,16.0,181.5,0.0,0.0,3.0,9.86,-16.0,-19.0
Ayres Hotel Anaheim,PC11078,3.0,28.02,0.0,0.0,1.0,2.33,-3.0,-4.0
Ayres Hotel Anaheim,PC11081,8.0,32.75,0.0,0.0,0.0,0.0,-8.0,-8.0
Ayres Hotel Anaheim,PC11087,9.0,83.2462,0.0,0.0,2.0,6.42,-9.0,-11.0
Ayres Hotel Anaheim,PC11091,29.0,116.9,0.0,0.0,5.0,5.91,-29.0,-34.0
Ayres Hotel Anaheim,PC11092,18.0,116.42,0.0,0.0,4.0,7.08,-18.0,-22.0
Ayres Hotel Anaheim,PC11157,185.0,944.0,0.0,0.0,14.0,8.96,-185.0,-199.0
Ayres Hotel Anaheim,PC14014,7.0,79.25,0.0,0.0,0.0,0.0,-7.0,-7.0
Ayres Hotel Anaheim,PC14364,14.0,50.5,0.0,0.0,0.0,0.0,-14.0,-14.0
Ayres Hotel Anaheim,PC16271,0.0,0.0,0.0,0.0,1.0,1.33,0.0,-1.0
Ayres Hotel Anaheim,PC16274,33.0,211.15,0.0,0.0,7.0,9.379999999999999,-33.0,-40.0
Ayres Hotel Anaheim,PC16483,13.0,73.0,0.0,0.0,2.0,3.7,-13.0,-15.0
Ayres Hotel Anaheim,PC16501,6.0,67.75,0.0,0.0,1.0,5.47,-6.0,-7.0
Ayres Hotel Anaheim,PC16506,12.0,48.75,0.0,0.0,0.0,0.0,-12.0,-12.0
Ayres Hotel Anaheim,PC16533,33.0,127.932,0.0,0.0,0.0,0.0,-33.0,-33.0
Ayres Hotel Anaheim,PC16535,14.0,54.133700000000005,0.0,0.0,14.0,8.29,-14.0,-28.0
Ayres Hotel Anaheim,PC19076,90.0,468.47900000000004,0.0,0.0,2.0,2.56,-90.0,-92.0
Ayres Hotel Anaheim,PC21186,29.0,328.25,0.0,0.0,2.0,7.42,-29.0,-31.0
Ayres Hotel Anaheim,PC21853,86.0,561.55,0.0,0.0,4.0,9.620000000000001,-86.0,-90.0
Ayres Hotel Anaheim,PC21854,91.0,567.55,0.0,0.0,7.0,8.129999999999999,-91.0,-98.0
Ayres Hotel Chino Hills,AVR00156,41.0,266.0,0.0,0.0,11.0,26.5,-41.0,-52.0
Ayres Hotel Chino Hills,AVR06055,14.0,62.5,0.0,0.0,0.0,0.0,-14.0,-14.0
Ayres Hotel Chino Hills,AVR11110,5.0,32.5,0.0,0.0,0.0,0.0,-5.0,-5.0
Ayres Hotel Chino Hills,AVR11112,5.0,32.5,0.0,0.0,3.0,3.45,-5.0,-8.0
Ayres Hotel Chino Hills,AVR14634,37.0,148.0,0.0,0.0,4.0,4.6899999999999995,-37.0,-41.0
Ayres Hotel Chino Hills,AVR16058,8.0,36.6382,0.0,0.0,0.0,0.0,-8.0,-8.0
Ayres Hotel Chino Hills,AVR16059,10.0,42.25,0.0,0.0,0.0,0.0,-10.0,-10.0
Ayres Hotel Chino Hills,AVR16128,8.0,70.5876,0.0,0.0,0.0,0.0,-8.0,-8.0
Ayres Hotel Chino Hills,AVR16661,47.0,282.017,0.0,0.0,0.0,0.0,-47.0,-47.0
Ayres Hotel Chino Hills,AVR17246,11.0,73.5244,0.0,0.0,4.0,7.12,-11.0,-15.0
Ayres Hotel Chino Hills,AVR17385,41.0,355.46999999999997,0.0,0.0,5.0,0.0,-41.0,-46.0
Ayres Hotel Chino Hills,AVR17386,33.0,286.11,0.0,0.0,7.0,0.0,-33.0,-40.0
Ayres Hotel Chino Hills,AVR17394,8.0,50.935,0.0,0.0,0.0,0.0,-8.0,-8.0
Ayres Hotel Chino Hills,AVR17700,38.0,267.4,0.0,0.0,5.0,13.75,-38.0,-43.0
Ayres Hotel Chino Hills,AVR18525,10.0,69.0,0.0,0.0,2.0,5.94,-10.0,-12.0
Ayres Hotel Chino Hills,AVR18526,13.0,71.5,0.0,0.0,0.0,0.0,-13.0,-13.0
Ayres Hotel Chino Hills,AVR18528,27.0,147.75,0.0,0.0,4.0,6.44,-27.0,-31.0
Ayres Hotel Chino Hills,AVR18758,5.0,34.5,0.0,0.0,0.0,0.0,-5.0,-5.0
Ayres Hotel Chino Hills,AVR18805,8.0,98.0426,0.0,0.0,0.0,0.0,-8.0,-8.0
Ayres Hotel Chino Hills,AVR19406,8.0,59.75,0.0,0.0,1.0,1.79,-8.0,-9.0
Ayres Hotel Chino Hills,AVR19407,11.0,95.25,0.0,0.0,0.0,0.0,-11.0,-11.0
Ayres Hotel Chino Hills,AVR19408,21.0,106.15,0.0,0.0,1.0,0.78,-21.0,-22.0
Ayres Hotel Chino Hills,AVR19413,4.0,20.0,0.0,0.0,1.0,0.93,-4.0,-5.0
Ayres Hotel Chino Hills,AVR19414,15.0,108.25,0.0,0.0,4.0,11.32,-15.0,-19.0
Ayres Hotel Chino Hills,AVR19465,15.0,77.75,0.0,0.0,3.0,3.42,-15.0,-18.0
Ayres Hotel Chino Hills,AVR19467,14.0,73.25,0.0,0.0,2.0,2.28,-14.0,-16.0
Ayres Hotel Chino Hills,AVR19515,3.0,87.2417,0.0,0.0,2.0,10.62,-3.0,-5.0
Ayres Hotel Chino Hills,AVR19517,3.0,71.07000000000001,0.0,0.0,0.0,0.0,-3.0,-3.0
Ayres Hotel Chino Hills,AVR19716,3.0,87.24,0.0,0.0,0.0,0.0,-3.0,-3.0
Ayres Hotel Chino Hills,AVR20024,5.0,47.15,0.0,0.0,0.0,0.0,-5.0,-5.0
Ayres Hotel Chino Hills,AVR20335,16.0,62.4,0.0,0.0,3.0,2.13,-16.0,-19.0
Ayres Hotel Chino Hills,AVR22398,50.0,252.494,0.0,0.0,0.0,0.0,-50.0,-50.0
Ayres Hotel Chino Hills,AVR23097,31.0,170.25,0.0,0.0,4.0,6.04,-31.0,-35.0
Ayres Hotel Chino Hills,AVR23798,30.0,151.4984,0.0,0.0,0.0,0.0,-30.0,-30.0
Ayres Hotel Chino Hills,AVR23799,35.0,210.0119,0.0,0.0,0.0,0.0,-35.0,-35.0
Ayres Hotel Chino Hills,AVR23800,37.0,222.0303,0.0,0.0,5.57,5.57,-37.0,-42.57
Ayres Hotel Chino Hills,AVR23805,1.0,21.6,0.0,0.0,0.0,0.0,-1.0,-1.0
Ayres Hotel Chino Hills,AVR23971,1.0,23.705,0.0,0.0,0.0,0.0,-1.0,-1.0
Ayres Hotel Chino Hills,AVR24662,13.0,350.21000000000004,0.0,0.0,0.0,0.0,-13.0,-13.0
Ayres Hotel Chino Hills,AVR24663,11.0,296.3325,0.0,0.0,0.0,0.0,-11.0,-11.0
Ayres Hotel Chino Hills,AVR26364,6.0,38.805,0.0,0.0,0.0,0.0,-6.0,-6.0
Ayres Hotel Chino Hills,PC00885,94.0,441.17470000000003,0.0,0.0,20.0,25.63,-94.0,-114.0
Ayres Hotel Chino Hills,PC00886,68.0,332.6478,0.0,0.0,8.0,10.2,-68.0,-76.0
Ayres Hotel Chino Hills,PC00887,54.0,262.69440000000003,0.0,0.0,10.0,12.780000000000001,-54.0,-64.0
Ayres Hotel Chino Hills,PC00888,204.0,1105.2,0.0,0.0,18.0,23.04,-204.0,-222.0
Ayres Hotel Chino Hills,PC00889,15.0,60.0,0.0,0.0,8.0,8.62,-15.0,-23.0
Ayres Hotel Chino Hills,PC10726,312.0,2496.2,0.0,0.0,29.0,51.91,-312.0,-341.0
Ayres Hotel Chino Hills,PC10790,54.0,262.648,0.0,0.0,2.0,2.56,-54.0,-56.0
Ayres Hotel Chino Hills,PC10793,52.0,250.9031,0.0,0.0,9.0,11.43,-52.0,-61.0
Ayres Hotel Chino Hills,PC10798,37.0,224.6,0.0,0.0,2.0,2.68,-37.0,-39.0
Ayres Hotel Chino Hills,PC10805,6.0,31.8,0.0,0.0,1.0,1.26,-6.0,-7.0
Ayres Hotel Chino Hills,PC10806,26.0,116.0,0.0,0.0,2.0,2.54,-26.0,-28.0
Ayres Hotel Chino Hills,PC10807,7.0,36.1,0.0,0.0,7.0,8.77,-7.0,-14.0
Ayres Hotel Chino Hills,PC10808,38.0,206.0459,0.0,0.0,15.0,23.97,-38.0,-53.0
Ayres Hotel Chino Hills,PC10811,32.0,214.8928,0.0,0.0,1.0,1.61,-32.0,-33.0
Ayres Hotel Chino Hills,PC10825,10.0,67.8188,0.0,0.0,2.0,3.56,-10.0,-12.0
Ayres Hotel Chino Hills,PC10827,22.0,144.3788,0.0,0.0,1.0,1.78,-22.0,-23.0
Ayres Hotel Chino Hills,PC10831,35.0,177.7,0.0,0.0,2.0,2.7,-35.0,-37.0
Ayres Hotel Chino Hills,PC10832,9.0,47.3,0.0,0.0,2.0,2.7,-9.0,-11.0
Ayres Hotel Chino Hills,PC10838,42.0,364.14,0.0,0.0,7.0,0.0,-42.0,-49.0
Ayres Hotel Chino Hills,PC10841,10.0,86.7,0.0,0.0,1.0,0.0,-10.0,-11.0
Ayres Hotel Chino Hills,PC10850,21.0,134.21,0.0,0.0,4.0,7.0,-21.0,-25.0
Ayres Hotel Chino Hills,PC10851,8.0,43.75,0.0,0.0,7.0,6.02,-8.0,-15.0
Ayres Hotel Chino Hills,PC10859,6.0,38.805,0.0,0.0,0.0,0.0,-6.0,-6.0
Ayres Hotel Chino Hills,PC10866,9.0,57.405,0.0,0.0,1.0,2.26,-9.0,-10.0
Ayres Hotel Chino Hills,PC10874,10.0,42.5,0.0,0.0,1.0,0.87,-10.0,-11.0
Ayres Hotel Chino Hills,PC10875,3.0,12.5,0.0,0.0,0.0,0.0,-3.0,-3.0
Ayres Hotel Chino Hills,PC10888,6.0,37.185,0.0,0.0,1.0,1.52,-6.0,-7.0
Ayres Hotel Chino Hills,PC10889,31.0,124.0,0.0,0.0,6.0,4.26,-31.0,-37.0
Ayres Hotel Chino Hills,PC10891,18.0,72.0,0.0,0.0,4.0,2.84,-18.0,-22.0
Ayres Hotel Chino Hills,PC10892,24.0,94.4,0.0,0.0,11.0,7.81,-24.0,-35.0
Ayres Hotel Chino Hills,PC10893,27.0,101.6,0.0,0.0,8.0,5.68,-27.0,-35.0
Ayres Hotel Chino Hills,PC10894,18.0,60.2,0.0,0.0,4.0,1.88,-18.0,-22.0
Ayres Hotel Chino Hills,PC10896,10.0,88.0952,0.0,0.0,2.0,5.28,-10.0,-12.0
Ayres Hotel Chino Hills,PC10897,5.0,28.2938,0.0,0.0,0.0,0.0,-5.0,-5.0
Ayres Hotel Chino Hills,PC10899,7.0,35.0,0.0,0.0,0.0,0.0,-7.0,-7.0
Ayres Hotel Chino Hills,PC10900,6.0,30.0,0.0,0.0,0.0,0.0,-6.0,-6.0
Ayres Hotel Chino Hills,PC10906,4.0,24.255,0.0,0.0,0.0,0.0,-4.0,-4.0
Ayres Hotel Chino Hills,PC10907,76.0,671.9,0.0,0.0,9.0,12.87,-76.0,-85.0
Ayres Hotel Chino Hills,PC10909,9.0,57.415,0.0,0.0,4.0,8.84,-9.0,-13.0
Ayres Hotel Chino Hills,PC10931,19.0,71.2,0.0,0.0,1.0,0.71,-19.0,-20.0
Ayres Hotel Chino Hills,PC10932,24.0,94.4,0.0,0.0,5.0,3.55,-24.0,-29.0
Ayres Hotel Chino Hills,PC10938,18.0,71.5,0.0,0.0,0.0,0.0,-18.0,-18.0
Ayres Hotel Chino Hills,PC10941,15.0,107.25,0.0,0.0,4.0,9.48,-15.0,-19.0
Ayres Hotel Chino Hills,PC10943,7.0,44.465,0.0,0.0,1.0,0.85,-7.0,-8.0
Ayres Hotel Chino Hills,PC10944,5.0,43.106399999999994,0.0,0.0,0.0,0.0,-5.0,-5.0
Ayres Hotel Chino Hills,PC10955,11.0,60.25,0.0,0.0,1.0,2.0,-11.0,-12.0
Ayres Hotel Chino Hills,PC10958,4.0,16.0,0.0,0.0,3.0,2.9699999999999998,-4.0,-7.0
Ayres Hotel Chino Hills,PC10959,22.0,87.75,0.0,0.0,6.0,5.9399999999999995,-22.0,-28.0
Ayres Hotel Chino Hills,PC10961,4.0,22.0,0.0,0.0,1.0,1.43,-4.0,-5.0
Ayres Hotel Chino Hills,PC10962,5.0,25.3,0.0,0.0,1.0,1.5,-5.0,-6.0
Ayres Hotel Chino Hills,PC10971,23.0,126.25,0.0,0.0,2.0,4.36,-23.0,-25.0
Ayres Hotel Chino Hills,PC10972,28.0,112.0,0.0,0.0,3.0,1.98,-28.0,-31.0
Ayres Hotel Chino Hills,PC10978,23.0,92.0,0.0,0.0,2.0,1.42,-23.0,-25.0
Ayres Hotel Chino Hills,PC10984,33.0,132.0,0.0,0.0,3.0,3.51,-33.0,-36.0
Ayres Hotel Chino Hills,PC10989,24.0,90.5,0.0,0.0,3.0,1.85,-24.0,-27.0
Ayres Hotel Chino Hills,PC10990,15.0,56.5,0.0,0.0,3.0,1.8399999999999999,-15.0,-18.0
Ayres Hotel Chino Hills,PC10994,0.0,0.0,0.0,0.0,5.0,8.5,0.0,-5.0
Ayres Hotel Chino Hills,PC11002,11.0,69.535,0.0,0.0,4.0,7.48,-11.0,-15.0
Ayres Hotel Chino Hills,PC11004,15.0,53.6,0.0,0.0,8.0,5.68,-15.0,-23.0
Ayres Hotel Chino Hills,PC11010,45.0,382.25,0.0,0.0,7.0,16.84,-45.0,-52.0
Ayres Hotel Chino Hills,PC11011,5.0,25.0,0.0,0.0,6.0,8.4,-5.0,-11.0
